WWTR1	"mirin,0.97537"	"ABT-751,0.96694"	"VU-0418934-2,0.95545"	"CYT-997,0.9551"	"MLN-4924,0.95036"	"nocodazole,0.94986"	"BRD-K66884694,0.94704"	"isoliquiritigenin,0.94438"	"MD-049,0.94428"	"alvespimycin,0.92944"	"mebendazole,0.92863"	"enzastaurin,0.92481"	"PKCbeta-inhibitor,0.92471"	"fluoropyruvate,0.92342"	"ST-056792,0.9223"	"chlorambucil,0.92193"	"BRD-K44366801,0.92044"	"BRD-K52321331,0.91657"	"BRD-A27640568,0.91505"	"cyclopiazonic-acid,0.90981"
ZFP36L1	"oxetane,0.94664"	"SB-218078,0.93446"	"BRD-K26304855,0.90702"	"lestaurtinib,0.90349"	"avicin-g,0.89719"	"KUC111774N,0.88547"	"ER-27319,0.88454"	"daunorubicin,0.87751"	"U-0126,0.86335"	"JAK3-inhibitor-VI,0.85964"	"mocetinostat,0.85582"	"camptothecin,0.85448"	"quiflapon,0.85312"	"tivozanib,0.84834"	"MK-2206,0.84677"	"AZD-7762,0.84178"	"cucurbitacin-i,0.83977"	"COL-3,0.83889"	"BRD-K77547920,0.83611"	"clobetasol,0.83564"
ZNF281	"SU-11652,0.91756"	"BRD-K30381304,0.91008"	"SN-38,0.8954"	"BRD-A43155244,0.89094"	"trichostatin-a,0.87392"	"perhexiline,0.86341"	"bortezomib,0.85867"	"THM-I-94,0.85194"	"KUC111774N,0.84772"	"dacinostat,0.82201"	"NSC-3852,0.8201"	"BRD-K92317137,0.81926"	"HC-toxin,0.81785"	"IKK-2-inhibitor-V,0.81644"	"cercosporin,0.81268"	"KM-00927,0.81222"	"triptolide,0.80963"	"MD-II-008-P,0.80824"	"manumycin-a,0.80768"	"piperlongumine,0.80496"
ZNF296	"trichostatin-a,0.96757"	"oxetane,0.95429"	"TG-101348,0.95198"	"panobinostat,0.95144"	"belinostat,0.95106"	"vorinostat,0.93885"	"fludarabine,0.93829"	"THM-I-94,0.93497"	"dacinostat,0.92561"	"triptolide,0.92537"	"ISOX,0.92327"	"BRD-K23412959,0.92106"	"trichostatin-a,0.91837"	"idarubicin,0.91832"	"KU-0060648,0.91699"	"arachidonyl-trifluoro-methane,0.91587"	"BI-2536,0.91309"	"CP466722,0.91021"	"apicidin,0.90548"	"JLK-6,0.90287"
ZNF366	"BRD-A18725729,0.92136"	"BRD-K62459624,0.90447"	"avicin-g,0.90308"	"BRD-A18411371,0.90043"	"K784-3188,0.89787"	"oxetane,0.89349"	"trichostatin-a,0.89329"	"HSP90-inhibitor,0.89297"	"BRD-K88707333,0.88697"	"EMF-bca1-16,0.88402"	"BRD-U86222656,0.88215"	"afatinib,0.87896"	"BRD-K05331696,0.8786"	"staurosporine,0.87754"	"neratinib,0.87456"	"BRD-K56411643,0.8684"	"pifithrin-mu,0.86029"	"BRD-K68548958,0.8602"	"STK-249718,0.85809"	"pitavastatin,0.85468"
APRT	"oxetane,0.9338"	"BRD-K79222491,0.92334"	"BRD-K62459624,0.91824"	"nefazodone,0.91774"	"lestaurtinib,0.9027"	"biperiden,0.89985"	"clopidogrel,0.8969"	"PJ-34,0.89384"	"BRD-A18725729,0.89362"	"SA-25547,0.88947"	"staurosporine,0.88789"	"oxindole-I,0.88069"	"dactinomycin,0.87618"	"BRD-K26304855,0.87365"	"BRD-K83670234,0.86923"	"alvocidib,0.86816"	"U0126,0.8646"	"daunorubicin,0.86084"	"BRD-K78062244,0.85894"	"cefixime,0.85552"
CBR1	"BRD-K32644160,0.92693"	"BRD-K43776433,0.92638"	"etodolac,0.92338"	"idarubicin,0.9052"	"BRD-K35716340,0.89904"	"palbociclib,0.88817"	"remacemide,0.88607"	"BRD-K80786583,0.8753"	"KU-C104248,0.87314"	"pitavastatin,0.87184"	"mycophenolate-mofetil,0.87005"	"fludrocortisone,0.86407"	"BRD-K84924563,0.86134"	"wortmannin,0.86019"	"paroxetine,0.85691"	"AKT-inhibitor-1-2,0.84964"	"hydrocortisone,0.8494"	"BRD-K18726304,0.84888"	"genipin,0.8442"	"BRD-K23673040,0.84378"
CDO1	"ST-4029573,0.91657"	"malonoben,0.89394"	"K784-3188,0.87966"	"bortezomib,0.87553"	"AG-592,0.86851"	"rottlerin,0.86787"	"auranofin,0.8668"	"BRD-A36275421,0.85416"	"BO2-inhibits-RAD51,0.85322"	"avicin-g,0.84676"	"curcumin,0.84669"	"YM-155,0.83622"	"RS-I-002-6,0.83364"	"narciclasine,0.82835"	"GP-42,0.82585"	"oxetane,0.82517"	"BRD-U86222656,0.82433"	"ouabain,0.82255"	"emetine,0.82034"	"BRD-K68313733,0.81511"
HOXC4	"NCH-51,0.96773"	"7b-cis,0.92705"	"scriptaid,0.92246"	"THM-I-94,0.89569"	"belinostat,0.89073"	"CHEMBL-1222381,0.88783"	"chaetocin,0.88298"	"mocetinostat,0.87973"	"BRD-K30351863,0.87688"	"daunorubicin,0.87368"	"NSC-632839,0.8723"	"BRD-K60870698,0.87138"	"pyrvinium-pamoate,0.87137"	"curcumin,0.86666"	"cucurbitacin-i,0.86631"	"AG-957,0.86552"	"trichostatin-a,0.86305"	"pitavastatin,0.86283"	"KU-C104337,0.85846"	"merck-ketone,0.85455"
HSD17B7	"pirarubicin,0.88218"	"BRD-K16358524,0.84849"	"PD-184352,0.84348"	"pitavastatin,0.84156"	"BRD-K26304855,0.81709"	"flunisolide,0.81397"	"rhamnetin,0.80012"	"thiothixene,0.7985"	"daunorubicin,0.79448"	"camptothecin,0.78293"	"AS-601245,0.78026"	"PD-98059,0.77866"	"celastrol,0.77762"	"homoharringtonine,0.77631"	"sirolimus,0.7738"	"delcorine,0.77328"	"doxorubicin,0.7703"	"DY-131,0.75428"	"dactinomycin,0.75165"	"mitoxantrone,0.75093"
HSPB8	"avicin-g,0.80666"	"pindolol,0.80471"	"BRD-K18163752,0.7955"	"JLK-6,0.78773"	"GR-127935,0.78528"	"BRD-K80786583,0.74074"	"rottlerin,0.73885"	"BRD-K68007270,0.7354"	"salermide,0.73466"	"BRD-K41652870,0.72462"	"SA-3676,0.71338"	"nonoxynol-9,0.71331"	"tunicamycin,0.70287"	"homoharringtonine,0.69905"	"avicin-d,0.69839"	"K784-3187,0.69701"	"NSC-632839,0.6961"	"I-070759,0.69411"	"quinoclamine,0.69102"	"BRD-K68313733,0.68563"
KCNN4	"ebselen,0.96248"	"BMS-641988,0.91214"	"SA-1457187,0.90693"	"fluspirilene,0.86068"	"clonidine,0.85437"	"methysergide,0.84871"	"dephostatin,0.83073"	"ABT-737,0.82156"	"flutamide,0.81419"	"cyclopentene,0.78786"	"phenoxazine,0.7875"	"diclofenac,0.78395"	"tretinoin,0.78301"	"IKK-inhibitor-X,0.77049"	"capsaicin,0.76709"	"sulconazole,0.76647"	"PJ-34,0.76336"	"alda-1,0.75946"	"AM-580,0.75755"	"gemfibrozil,0.75256"
LPL	"DAU-5884,0.95005"	"BRD-K05649647,0.90094"	"bongkrek-acid,0.88716"	"BRD-K58479490,0.87512"	"rottlerin,0.85753"	"avicin-g,0.85253"	"FIT,0.83539"	"avicin-d,0.83527"	"staurosporine,0.82575"	"lylamine,0.82008"	"BRD-K68548958,0.81009"	"BRD-K55896799,0.78313"	"COL-3,0.78206"	"minoxidil,0.77887"	"BRD-K21064560,0.76315"	"oxetane,0.72893"	"mevastatin,0.72876"	"KO-143,0.72646"	"cefixime,0.72496"	"BRD-A18725729,0.72323"
MSX2	"progesterone,0.84936"	"indolophenanthridine,0.83652"	"LFM-A13,0.7706"	"KN-62,0.76855"	"sertraline,0.75962"	"GW-441756,0.747"	"PP-2,0.74233"	"BMS-754807,0.74216"	"pirarubicin,0.73779"	"verapamil,0.7127"	"dactinomycin,0.69474"	"BRD-K06217810,0.68879"	"VAMA-37,0.68304"	"erythrosine,0.68061"	"PP-110,0.67823"	"BMS-536924,0.67396"	"BRD-K19499941,0.665"	"indirubin,0.66379"	"BRD-U86222656,0.6482"	"scoulerine,0.64777"
NAT10	"BRD-A84524947,0.91142"	"toremifene,0.86311"	"MK-2206,0.85589"	"BRD-K90446130,0.83892"	"inhibitor-BEC,0.80533"	"BRD-K79222491,0.79835"	"elesclomol,0.79463"	"BRD-K06217810,0.793"	"BRD-K18861610,0.78575"	"tretinoin,0.77876"	"tretinoin,0.76938"	"KIN001-127,0.76722"	"verapamil,0.76382"	"amoxapine,0.76297"	"pindolol,0.76009"	"bosutinib,0.75528"	"chlormadinone,0.75372"	"BRD-K78062244,0.75004"	"PD-184352,0.74783"	"BI-78D3,0.73808"
NONO	"BRD-K45205755,0.90388"	"BRD-K37724988,0.90271"	"BRD-K66037923,0.89793"	"BRD-K75999307,0.88461"	"CAY-10585,0.8799"	"LFM-A13,0.8673"	"AG-957,0.86392"	"BRD-K74840245,0.86133"	"EMF-sumo1-8,0.85433"	"SA-1447005,0.8481"	"MD-II-051,0.84024"	"BNTX,0.83711"	"BRD-K09661167,0.83348"	"manumycin-a,0.82948"	"15-delta-prostaglandin-j2,0.82813"	"WYE-354,0.82425"	"BRD-K87726525,0.81602"	"idarubicin,0.81292"	"MD-049,0.80316"	"BRD-K18726304,0.80291"
PRSS2	"AICA-ribonucleotide,0.96469"	"domperidone,0.95174"	"ergometrine,0.94469"	"rilmenidine,0.94105"	"carbinoxamine,0.94064"	"BMS-641988,0.9373"	"SJ-172550,0.93101"	"LFM-A13,0.89816"	"PT-630,0.89711"	"AC-55649,0.8959"	"quipazine,0.89513"	"orantinib,0.88402"	"isorotenone,0.87625"	"fluoropyruvate,0.87328"	"L-368899,0.86681"	"alrestatin,0.86202"	"verapamil,0.85892"	"carbamazepine,0.85336"	"YM-298198,0.84328"	"phenacetin,0.84074"
SLC22A5	"RS-504393,0.8929"	"PP-1,0.85692"	"ivermectin,0.79052"	"BP-554,0.78477"	"CCCP,0.78412"	"JAK3-Inhibitor-II,0.7834"	"BAPTA-AM,0.78162"	"NNC-55-0396,0.77725"	"tigecycline,0.74631"	"perphenazine,0.74054"	"DL-PDMP,0.72071"	"R-96544,0.71255"	"dichlorobenzamil,0.70597"	"SB-202190,0.70269"	"austricine,0.70045"	"7b-cis,0.69961"	"cyclosporin-a,0.69925"	"zaprinast,0.69822"	"BRD-A06276885,0.69155"	"thioridazine,0.6807"
SRC	"ingenol,0.99463"	"prostratin,0.98903"	"phorbol-12-myristate-13-acetate,0.98058"	"GR-127935,0.9702"	"BRD-K52321331,0.95519"	"suloctidil,0.93425"	"quiflapon,0.9341"	"SSR-69071,0.93189"	"K784-3187,0.93035"	"BRD-A49848186,0.91995"	"QS-11,0.91981"	"BRD-K77547920,0.91743"	"chlortalidone,0.91512"	"ispinesib,0.91495"	"FIT,0.91421"	"BRD-K18163752,0.91332"	"BRD-K68313733,0.91326"	"indolophenanthridine,0.91275"	"BRD-K07259155,0.91264"	"BRD-K28366633,0.911"
UGT1A9	"BRD-K44366801,0.8747"	"SA-3676,0.83649"	"BRD-K45205755,0.83015"	"BRD-K89224880,0.78834"	"CD-437,0.78517"	"NSC-632839,0.75649"	"SSR-69071,0.74879"	"BRD-K84106030,0.74849"	"BRD-K18163752,0.74822"	"BRD-K36772364,0.7481"	"midostaurin,0.74673"	"prostratin,0.73993"	"BRD-K84245233,0.73068"	"wortmannin,0.71564"	"GW-405833,0.70789"	"BRD-K67774729,0.70485"	"BRD-K82732294,0.7048"	"PK-11195,0.70138"	"tosedostat,0.68898"	"BRD-K05331696,0.68883"
ZNF317	"YL-61,0.80503"	"clobetasol,0.77031"	"BML-259,0.75879"	"vardenafil,0.73819"	"H-8,0.7367"	"NU-7026,0.72586"	"fluspirilene,0.71638"	"diclofenac,0.71509"	"daunorubicin,0.70189"	"SB-202190,0.69093"	"tolazamide,0.68435"	"AG-14361,0.68418"	"alvocidib,0.66481"	"LFM-A13,0.65944"	"bisindolylmaleimide-ix,0.65518"	"5-iodotubercidin,0.64966"	"JNJ-7706621,0.64638"	"tretinoin,0.64267"	"lestaurtinib,0.64055"	"XAV-939,0.63254"
AKT2	"verapamil,0.95916"	"BMS-641988,0.92352"	"RS-23597-190,0.86435"	"prostaglandin-a1,0.85818"	"zileuton,0.85174"	"LFM-A13,0.81349"	"betamethasone,0.79846"	"BRD-K23149109,0.79585"	"U0126,0.76175"	"RLM-2-12,0.74727"	"ivachtin,0.74242"	"toremifene,0.7261"	"BRD-A61825514,0.72234"	"clomifene,0.71508"	"orantinib,0.71452"	"BRD-K61053657,0.69095"	"brivanib,0.67837"	"etomoxir,0.67739"	"BRD-K00313977,0.67074"	"MST-312,0.66812"
ARFIP2	"niclosamide,0.96137"	"GR-127935,0.91918"	"niguldipine,0.87273"	"KUC111774N,0.87235"	"mibefradil,0.86953"	"BO2-inhibits-RAD51,0.84358"	"chlorpromazine,0.81433"	"perphenazine,0.81372"	"BRD-A68061604,0.81097"	"FIT,0.80301"	"KB-R7943,0.79833"	"dichlorobenzamil,0.79285"	"methylene-blue,0.76518"	"tyrphostin-A9,0.75074"	"pifithrin-alpha,0.7328"	"CGP-71683,0.72323"	"malonoben,0.71969"	"NNC-55-0396,0.71486"	"L-733060,0.7088"	"GW-441756,0.70857"
COX7B	"RS-504393,0.88454"	"FTase-inhibitor-B581,0.81753"	"SDZ-NKT-343,0.75774"	"saracatinib,0.74581"	"AR-A014418,0.74354"	"BRD-A06276885,0.74261"	"BG-FA-0953,0.72663"	"BRD-K68548958,0.7229"	"serdemetan,0.72155"	"TL-HRAS-61,0.72047"	"indolophenanthridine,0.71706"	"midostaurin,0.70684"	"bortezomib,0.6971"	"cucurbitacin-i,0.69608"	"dichlorobenzamil,0.68279"	"GW-9508,0.66872"	"ST-4029573,0.66577"	"JNJ-10191584,0.66382"	"JAK3-Inhibitor-II,0.66313"	"tubastatin-a,0.66233"
DDIT3	"brefeldin-a,0.9459"	"KF-38789,0.92898"	"PLX-4720,0.92632"	"itraconazole,0.91494"	"chlortalidone,0.91028"	"parthenolide,0.90143"	"SB-203580,0.89385"	"BRD-K51377689,0.88878"	"tyrphostin-AG-538,0.88488"	"KM-03949SC,0.87906"	"PP-1,0.87589"	"PP-2,0.87424"	"cytochalasin-d,0.8725"	"KU-0063794,0.87147"	"BRD-K05331696,0.87125"	"HG-5-88-01,0.86875"	"ALW-II-49-7,0.86842"	"TWS-119,0.86449"	"AS-605240,0.86386"	"MW-A1-12,0.86265"
GPBAR1	"forskolin,0.99954"	"forskolin,0.99559"	"colforsin,0.99248"	"forskolin,0.98353"	"atorvastatin,0.91701"	"lopinavir,0.88708"	"bosutinib,0.88103"	"PP-1,0.87417"	"PP-2,0.86939"	"saracatinib,0.86036"	"WH-4023,0.82732"	"reversine,0.8241"	"dasatinib,0.81496"	"BRD-K84106030,0.80321"	"GW-405833,0.80169"	"GSK-1070916,0.79957"	"tivozanib,0.79297"	"WH-4025,0.7854"	"brefeldin-a,0.78456"	"BRD-K42455570,0.77957"
NPDC1	"mevastatin,0.91633"	"perhexiline,0.90911"	"BRD-K78062244,0.90475"	"BMS-536924,0.90317"	"neratinib,0.89638"	"KU-0060648,0.89305"	"PP-110,0.89066"	"selamectin,0.88513"	"lovastatin,0.8757"	"PI-828,0.87563"	"wiskostatin,0.86925"	"atorvastatin,0.86886"	"BRD-K24156250,0.86641"	"wortmannin,0.86322"	"wortmannin,0.85225"	"BRD-A18411371,0.84941"	"staurosporine,0.84579"	"afatinib,0.84248"	"AZD-7762,0.84065"	"piperlongumine,0.83228"
PPP1CA	"MK-2206,0.88958"	"telmisartan,0.86723"	"barasertib,0.83593"	"tretinoin,0.82492"	"fluspirilene,0.82015"	"BMS-641988,0.81997"	"clobenpropit,0.81907"	"AG-370,0.81907"	"BRD-K90826279,0.81678"	"O-2050,0.80731"	"BRD-K80786583,0.80661"	"evodiamine,0.80553"	"vinblastine,0.80316"	"KI-8751,0.79962"	"nilotinib,0.79836"	"BRD-K06217810,0.79794"	"BRD-K89692698,0.7978"	"BRD-K40758391,0.79677"	"BRD-K19181733,0.79597"	"erastin,0.79422"
RAF1	"prostratin,0.9881"	"ingenol,0.97362"	"phorbol-12-myristate-13-acetate,0.97003"	"SSR-69071,0.94663"	"malonoben,0.93908"	"KUC111774N,0.9285"	"BRD-A49848186,0.92797"	"lacidipine,0.925"	"PLX-4720,0.92174"	"BRD-K95037415,0.91894"	"IKK-16,0.91859"	"CD-437,0.91071"	"ZM-336372,0.90888"	"BO2-inhibits-RAD51,0.9065"	"prednisolone,0.90311"	"indolophenanthridine,0.89838"	"devazepide,0.89462"	"BRD-K79511609,0.89451"	"quinoclamine,0.89449"	"QS-11,0.89429"
S1PR3	"vinblastine,0.98243"	"vincristine,0.97601"	"cucurbitacin-i,0.95251"	"prostratin,0.94831"	"BRD-A37735495,0.93625"	"BRD-K06765193,0.93134"	"BRD-K44366801,0.93041"	"K784-3188,0.92978"	"SA-792574,0.92829"	"KF-38789,0.92417"	"vincristine,0.9213"	"VU-0410183-2,0.92069"	"VU-0418947-2,0.91666"	"BRD-A68065211,0.91143"	"cucurbitacin-i,0.9114"	"podophyllotoxin,0.91133"	"CGP-71683,0.91019"	"IKK-2-inhibitor-V,0.90722"	"BRD-K77547920,0.90226"	"vinblastine,0.89869"
TRIM9	"cytochalasin-b,0.90241"	"purmorphamine,0.8466"	"wortmannin,0.80218"	"RS-23597-190,0.77764"	"atorvastatin,0.77512"	"LFM-A13,0.76771"	"BMS-754807,0.71681"	"cucurbitacin-i,0.71653"	"PK-11195,0.70823"	"7b-cis,0.70069"	"quiflapon,0.6989"	"quinidine,0.69775"	"triciribine,0.6816"	"tert-butylhydroquinone,0.66877"	"tretinoin,0.66193"	"clomifene,0.66012"	"toremifene,0.65593"	"GW-405833,0.64695"	"olaparib,0.64378"	"EMF-bca1-16,0.6283"
WFDC2	"clopidogrel,0.92956"	"lestaurtinib,0.87683"	"AR-A014418,0.85343"	"trapidil,0.84973"	"oxindole-I,0.80498"	"OBAA,0.79022"	"tretinoin,0.76462"	"curcumin,0.75517"	"benzopurpurin-4b,0.74164"	"AZD-7762,0.73928"	"AS-601245,0.72588"	"cyclosporin-a,0.72523"	"cefixime,0.72337"	"colforsin,0.71972"	"NSC-693868,0.7166"	"BRD-K09661167,0.71538"	"saracatinib,0.71217"	"SB-431542,0.71142"	"SCH-58261,0.71025"	"estradiol-valerate,0.70973"
ETFA	"AZD-7762,0.96854"	"benzylpenicillin,0.94658"	"oxetane,0.94623"	"BD-1063,0.93104"	"BRD-K35716340,0.92747"	"avicin-g,0.92295"	"dactinomycin,0.91849"	"oxindole-I,0.91262"	"AR-A014418,0.91144"	"SA-792987,0.90425"	"hydroxyl,0.90037"	"dacinostat,0.89603"	"pitavastatin,0.89583"	"etodolac,0.89262"	"gemcitabine,0.88362"	"phenolphthalein,0.87562"	"retinol,0.87538"	"enrofloxacin,0.8723"	"BRD-K32644160,0.87078"	"clopidogrel,0.86931"
GNG5	"quipazine,0.77367"	"SA-425500,0.76548"	"isoliquiritigenin,0.71854"	"BRD-K55844427,0.71593"	"cerulenin,0.71481"	"rilmenidine,0.68784"	"sulforaphane,0.6856"	"BMS-641988,0.68539"	"verapamil,0.67104"	"PT-630,0.66708"	"BRD-K34608650,0.65306"	"isorotenone,0.65298"	"EMF-bca1-16,0.64846"	"RO-28-1675,0.64257"	"BRD-K92980438,0.62414"	"BRD-K51155404,0.61759"	"BRD-K62466453,0.61626"	"orantinib,0.61319"	"penfluridol,0.60618"	"AG-370,0.59674"
CD24	"resveratrol,0.92914"	"BRD-K93623501,0.68849"	"BRD-K77480336,0.671"	"4-iodo-6-phenylpyrimidine,0.65938"	"GW-405833,0.65247"	"M2-PK-activator,0.64583"	"lasalocid,0.63677"	"serdemetan,0.6296"	"loperamide,0.61854"	"IKK-inhibitor-X,0.60634"	"BL003-049-HDAC3,0.60513"	"BRD-K65904652,0.59914"	"lawsone,0.59219"	"purmorphamine,0.59018"	"THZ-2-98-01,0.58439"	"BRD-K48950795,0.57097"	"saracatinib,0.56909"	"BRD-K04156788,0.56351"	"BRD-K46373671,0.54875"	"WYE-354,0.54848"
TNFAIP1	"BRD-K98948170,0.84975"	"M2-PK-activator,0.75021"	"homoharringtonine,0.73337"	"nifedipine,0.73316"	"AZD-7545,0.72923"	"RLM-2-12,0.71188"	"MLN-4924,0.70607"	"mitomycin-c,0.6972"	"CAY-10577,0.69044"	"PJ-34,0.68163"	"BRD-K06217810,0.67809"	"dorsomorphin,0.67617"	"mirin,0.67532"	"BRD-K58479490,0.67486"	"verrucarin-a,0.67306"	"avicin-d,0.66963"	"teniposide,0.66214"	"BRD-K93367411,0.65742"	"STK-249718,0.65668"	"BRD-K16358524,0.65571"
XPR1	"BRD-K88707333,0.86626"	"BRD-K73261812,0.80155"	"temsirolimus,0.78533"	"COL-3,0.76975"	"brefeldin-a,0.76106"	"I-070759,0.7237"	"SA-792728,0.71206"	"erastin,0.71018"	"sirolimus,0.70769"	"gossypol,0.69618"	"parthenolide,0.68006"	"PK-11195,0.67929"	"BRD-K87726525,0.67758"	"RJC-00245SC,0.67695"	"VU-0418939-2,0.67413"	"GW-405833,0.66993"	"tretinoin,0.66679"	"cucurbitacin-i,0.66349"	"BRD-K80786583,0.6626"	"perhexiline,0.66146"
ARF6	"CGS-15943,0.89151"	"7b-cis,0.88842"	"ingenol,0.88573"	"WR-216174,0.87415"	"EMF-bca1-16,0.85865"	"FU-JMBII105B,0.85785"	"wortmannin,0.85132"	"methylene-blue,0.84677"	"BRD-K34711351,0.83364"	"K784-3187,0.83036"	"BRD-K04156788,0.82219"	"K784-3131,0.82107"	"GSK-0660,0.82003"	"BRD-K39345836,0.81771"	"BRD-K76236182,0.81686"	"XAV-939,0.8107"	"MD-049,0.80745"	"perhexiline,0.80458"	"BRD-K90826279,0.80202"	"pyrimethamine,0.8012"
CLPTM1	"BRD-K23149109,0.86715"	"PD-158780,0.8644"	"mifepristone,0.84066"	"BRD-K03122949,0.83625"	"BRD-K45355657,0.81908"	"BRD-K28680267,0.78984"	"carbamazepine,0.78097"	"BRD-K61105081,0.77803"	"SKF-81297,0.77206"	"estradiol,0.76804"	"FTase-inhibitor-B581,0.72943"	"BRD-A06276885,0.72484"	"AICA-ribonucleotide,0.71801"	"rolipram,0.70871"	"lylamine,0.70539"	"BRD-K98645985,0.69539"	"fluoropyruvate,0.68963"	"triciribine,0.68717"	"oligomycin-a,0.68095"	"BRD-K01737880,0.68032"
CNOT3	"amsacrine,0.93642"	"KU-C104337,0.93361"	"BRD-A93942655,0.92207"	"BRD-K06765193,0.89135"	"BRD-K68548958,0.87735"	"MW-A1-12,0.86383"	"RJC-00245SC,0.86272"	"BRD-K92317137,0.85539"	"BRD-K60870698,0.84958"	"triciribine,0.84473"	"BRD-K82685933,0.83995"	"pyrvinium-pamoate,0.83671"	"BRD-K58900438,0.83265"	"BRD-K05153001,0.825"	"KI-8751,0.82262"	"crizotinib,0.81872"	"KUC111774N,0.81553"	"irinotecan,0.8101"	"oxetane,0.80963"	"CVF-SUMO-13,0.80664"
CPSF4	"BRD-K76938712,0.85255"	"gabexate,0.84144"	"toremifene,0.78932"	"graveoline,0.76858"	"ERK-inhibitor-11E,0.76695"	"BRD-K90999434,0.75923"	"BRD-A09984573,0.75919"	"BRD-A57300602,0.75291"	"prostaglandin-a1,0.75114"	"BMS-641988,0.74294"	"fenoterol,0.74186"	"SU-11274,0.73781"	"FTase-inhibitor-B581,0.73663"	"carbamazepine,0.73335"	"BRD-K96167523,0.72973"	"zileuton,0.70653"	"olaparib,0.70322"	"atorvastatin,0.69805"	"quinidine,0.69676"	"tosyl-phenylalanyl-chloromethyl-ketone,0.69258"
CTCF	"VU-0410183-2,0.89267"	"scriptaid,0.88435"	"NSC-632839,0.85647"	"isoliquiritigenin,0.8545"	"trichostatin-a,0.84727"	"NSC-632839,0.83243"	"BAPTA-AM,0.83165"	"vorinostat,0.82219"	"BRD-A57300602,0.81122"	"arachidonyl-trifluoro-methane,0.8106"	"BRD-K85266146,0.80119"	"merck-ketone,0.79913"	"PP-110,0.78946"	"BRD-K92317137,0.78909"	"KUC111774N,0.78337"	"THM-I-94,0.77854"	"trichostatin-a,0.77669"	"phorbol-12-myristate-13-acetate,0.77532"	"BRD-K52321331,0.77238"	"ISOX,0.75958"
EIF4EBP3	"BRD-K99582188,0.95639"	"avicin-g,0.95393"	"oxetane,0.95279"	"avicin-d,0.93529"	"RJC-00245SC,0.92889"	"NVP-BEZ235,0.92197"	"COL-3,0.91815"	"homoharringtonine,0.90567"	"tosedostat,0.90052"	"anisomycin,0.89103"	"KUC111774N,0.89061"	"narciclasine,0.88742"	"tyrphostin-AG-126,0.88367"	"KU-0063794,0.88168"	"staurosporine,0.87877"	"emetine,0.87755"	"RO-28-1675,0.873"	"cephaeline,0.86573"	"MD-II-008-P,0.86025"	"MK-1775,0.85898"
ELF4	"importazole,0.80772"	"BRD-A09719808,0.8063"	"dephostatin,0.74764"	"NSC-632839,0.74751"	"LFM-A13,0.73719"	"estriol,0.73501"	"SD-6-035-A7,0.73073"	"parthenolide,0.71425"	"capsaicin,0.68322"	"BRD-K84881516,0.67622"	"CT-200783,0.67252"	"ZD-7114,0.66097"	"desipramine,0.65771"	"BRD-A93942655,0.64995"	"elesclomol,0.64197"	"lovastatin,0.63802"	"emetine,0.6379"	"thalidomide,0.6367"	"atorvastatin,0.63187"	"hyperforin,0.62962"
ELK3	"fludarabine,0.98264"	"BRD-U86222656,0.97247"	"K784-3188,0.97191"	"BRD-A68065211,0.96961"	"BRD-K62459624,0.96083"	"BRD-K58214070,0.95905"	"BRD-A36275421,0.94097"	"BRD-K55844427,0.93426"	"neratinib,0.9341"	"BRD-K77547920,0.92956"	"BRD-K88707333,0.92263"	"BRD-A18411371,0.91796"	"oxetane,0.91605"	"ST-4029573,0.91398"	"K784-3131,0.9105"	"BRD-A09719808,0.90749"	"MD-II-038,0.90028"	"puromycin,0.89928"	"SYK-inhibitor,0.89778"	"pitavastatin,0.89115"
GABPB1	"TL-HRAS-61,0.85845"	"avicin-g,0.84473"	"cerulenin,0.79611"	"BRD-K41925105,0.78178"	"BRD-K94991378,0.74671"	"radicicol,0.7463"	"avrainvillamide-analog-4,0.74416"	"FTase-inhibitor-B581,0.73466"	"pifithrin-mu,0.7324"	"arachidonyl-trifluoro-methane,0.71277"	"ST-056792,0.71178"	"epigallocatechin,0.70689"	"selamectin,0.70517"	"cucurbitacin-i,0.70369"	"RS-I-002-6,0.68492"	"penfluridol,0.68225"	"teniposide,0.68134"	"BRD-K71935468,0.6797"	"BRD-K77547920,0.67831"	"curcumin,0.6768"
GADD45A	"oxetane,0.99077"	"avicin-g,0.9864"	"BRD-K19624190,0.97684"	"K784-3188,0.97668"	"avicin-d,0.97638"	"selamectin,0.9693"	"amsacrine,0.9594"	"JW-7-24-1,0.95851"	"SCH-79797,0.95705"	"BRD-K62459624,0.95701"	"KUC111774N,0.95571"	"CHEMBL-399379,0.95496"	"ursolic-acid,0.95454"	"BAX-channel-blocker,0.95381"	"BRD-K71935468,0.95326"	"phorbol-12-myristate-13-acetate,0.9459"	"tosedostat,0.94542"	"COL-3,0.94524"	"BRD-K53932786,0.94464"	"ingenol,0.94246"
HOXB13	"K784-3188,0.98619"	"BRD-A68065211,0.98034"	"piperlongumine,0.9794"	"BRD-A37735495,0.97917"	"MLN-2238,0.97178"	"BRD-A18725729,0.97033"	"trichostatin-a,0.968"	"SN-38,0.96612"	"MD-II-008-P,0.96494"	"MD-II-051,0.96313"	"auranofin,0.9603"	"BRD-K44366801,0.95901"	"curcumin,0.95867"	"CD-437,0.95864"	"THM-I-94,0.95678"	"camptothecin,0.95621"	"salermide,0.95421"	"BRD-A43155244,0.95403"	"BRD-A18411371,0.95295"	"K784-3131,0.9527"
