UNG	"carbetocin,0.95979"	"glibenclamide,0.95756"	"NF-449,0.94434"	"PD-158780,0.94188"	"ARG-CSC-91,0.94019"	"alda-1,0.93482"	"7-nitroindazole,0.93206"	"RS-I-002-6,0.91642"	"ivachtin,0.91352"	"BRD-K56196992,0.90973"	"oligomycin-a,0.9073"	"curcumin,0.9073"	"JTE-907,0.90582"	"CI-976,0.90531"	"IRL-2500,0.9025"	"PD-98059,0.90077"	"CHEMBL-1222381,0.89955"	"BRD-A09984573,0.89755"	"BRD-K76236182,0.89405"	"ASN-05257430,0.89339"
EIF4E	"AZD-8055,0.9662"	"NVP-BEZ235,0.96564"	"cephaeline,0.9551"	"KU-0063794,0.95439"	"BRD-K71265179,0.93612"	"ipratropium,0.93164"	"emetine,0.91831"	"ABT-737,0.9144"	"MK-1775,0.91244"	"quiflapon,0.91239"	"cytochalasin-b,0.91052"	"WYE-125132,0.90499"	"FU-JMBII127B,0.90497"	"BRD-K23319301,0.9037"	"emetine,0.90365"	"PI-103,0.90234"	"cyproheptadine,0.89816"	"PP-110,0.89729"	"BRD-K72451865,0.89695"	"OSI-027,0.89563"
EIF4EBP1	"amsacrine,0.96701"	"emodic-acid,0.96168"	"etoposide,0.95134"	"tetrindole,0.9511"	"7b-cis,0.94909"	"irinotecan,0.93688"	"CGS-15943,0.92862"	"STK-249718,0.92714"	"ouabain,0.92508"	"methylene-blue,0.91911"	"teniposide,0.91757"	"berbamine,0.9142"	"cycloheximide,0.9114"	"BRD-K68548958,0.90741"	"homoharringtonine,0.90405"	"etoposide,0.9019"	"QL-XII-47,0.90125"	"cercosporin,0.89761"	"amonafide,0.89502"	"verrucarin-a,0.89484"
EIF4G1	"emetine,0.99201"	"cephaeline,0.98239"	"emetine,0.98221"	"homoharringtonine,0.97519"	"homoharringtonine,0.96728"	"cytochalasin-b,0.96498"	"OSI-027,0.96434"	"PP-110,0.96396"	"AZD-8055,0.96164"	"cycloheximide,0.95526"	"tyrphostin-AG-126,0.95495"	"verrucarin-a,0.95479"	"KU-0063794,0.95384"	"cycloheximide,0.94946"	"NVP-BEZ235,0.94819"	"PI-828,0.94661"	"wortmannin,0.94646"	"reversine,0.94453"	"PIK-90,0.94435"	"torin-2,0.94343"
EIF5	"erastin,0.89592"	"PD-198306,0.86554"	"BRD-K65955264,0.83284"	"tyrphostin-AG-1478,0.81372"	"CGK-733,0.78282"	"ZM-336372,0.7709"	"rottlerin,0.75801"	"ouabain,0.74909"	"verapamil,0.73808"	"niclosamide,0.71919"	"TPCA-1,0.71576"	"lasalocid,0.71466"	"BRD-K73261812,0.70928"	"diclofenac,0.70858"	"BRD-K23149109,0.70153"	"oligomycin-a,0.68474"	"chlortalidone,0.67727"	"M2-PK-activator,0.67341"	"SA-425500,0.66368"	"digoxin,0.6619"
EIF5A	"BRD-K28112517,0.93124"	"zileuton,0.93088"	"fluoropyruvate,0.92637"	"cytochalasin-b,0.92379"	"1,2-dichlorobenzene,0.91982"	"prostratin,0.91929"	"BMS-641988,0.90996"	"sirolimus,0.90548"	"AC-55649,0.90225"	"forskolin,0.8936"	"ascorbyl-palmitate,0.88974"	"carbamazepine,0.88762"	"blebbistatin,0.88584"	"atorvastatin,0.88458"	"CGP-52432,0.88282"	"thiotepa,0.87955"	"BRD-K92980438,0.87932"	"PT-630,0.87653"	"retinol,0.87424"	"erastin,0.87232"
EIF6	"fenoterol,0.95346"	"oleoylethanolamide,0.9532"	"cytosporone-b,0.94137"	"BRD-K00954209,0.9301"	"BRD-A13461302,0.91723"	"IKK-inhibitor-X,0.91594"	"BRD-A09984573,0.9153"	"thiotepa,0.90973"	"retinol,0.90973"	"ZM-323881,0.90682"	"BRD-K33926001,0.90487"	"alda-1,0.90434"	"BRD-K05562558,0.90244"	"pindolol,0.90102"	"lidocaine,0.89914"	"FK-866,0.89168"	"propantheline,0.89045"	"isoxicam,0.88982"	"sunitinib,0.88542"	"BRD-K58479490,0.88436"
ELAC2	"avicin-g,0.98416"	"oxetane,0.98251"	"emetine,0.97433"	"homoharringtonine,0.97395"	"anisomycin,0.96629"	"YM-155,0.96407"	"emetine,0.96397"	"AZD-7762,0.96279"	"strophanthidin,0.96107"	"avicin-d,0.96074"	"homoharringtonine,0.95521"	"ouabain,0.95348"	"arachidonyl-trifluoro-methane,0.95271"	"narciclasine,0.95233"	"YM-155,0.95209"	"cephaeline,0.9501"	"MLN-2238,0.94977"	"proscillaridin,0.94807"	"cymarin,0.9424"	"NSC-632839,0.94164"
ELAVL1	"alvocidib,0.96063"	"wortmannin,0.9589"	"BRD-K61717269,0.95379"	"CGP-60474,0.9502"	"CCCP,0.94992"	"sirolimus,0.94936"	"BMS-754807,0.94782"	"BRD-K08307026,0.94576"	"VAMA-37,0.94226"	"selamectin,0.94169"	"BRD-K73261812,0.94065"	"I-070759,0.93708"	"valdecoxib,0.93554"	"sulconazole,0.93115"	"BRD-K37940862,0.93053"	"VU-0418933-1,0.92848"	"VU-0410183-2,0.92838"	"camptothecin,0.92827"	"VU-0418946-1,0.92768"	"wortmannin,0.92649"
ELF1	"7b-cis,0.94366"	"BRD-A09984573,0.93552"	"BRD-K43226598,0.9301"	"GSK-461364,0.91922"	"retinol,0.91335"	"mefloquine,0.91321"	"CVF-SUMO-7,0.91234"	"WT-171,0.91177"	"BRD-K21773564,0.90797"	"orantinib,0.90733"	"thiotepa,0.89813"	"MLN-2238,0.89804"	"BRD-K61105081,0.89733"	"BRD-K05331696,0.89685"	"BRD-K19166598,0.89671"	"JWE-035,0.89258"	"BRD-A49848186,0.89189"	"ON-01910,0.8857"	"cytochalasin-b,0.885"	"cytochalasin-d,0.88438"
ELF3	"ALW-II-49-7,0.97724"	"BRD-K61001510,0.94375"	"H-9,0.94369"	"oxetane,0.93941"	"prostaglandin-a1,0.93747"	"mirin,0.93159"	"BRD-K83670234,0.92716"	"tretinoin,0.92641"	"BRD-K77681376,0.92212"	"BRD-K59036917,0.91322"	"BRD-K42644990,0.91202"	"BRD-K24346336,0.90938"	"BRD-K85266146,0.90386"	"pirarubicin,0.9034"	"staurosporine,0.8953"	"MDL-29951,0.8927"	"staurosporine,0.88933"	"erythrosine,0.88621"	"ofloxacin,0.88532"	"triptolide,0.88439"
ELF4	"wortmannin,0.97526"	"PIK-90,0.96394"	"temsirolimus,0.95978"	"CI-976,0.9522"	"WYE-354,0.95039"	"VAMA-37,0.95032"	"PP-1,0.94915"	"AZ-628,0.94432"	"KU-0063794,0.94207"	"GDC-0941,0.93369"	"cytochalasin-b,0.93308"	"erythrosine,0.93257"	"PP-110,0.92976"	"BRD-A61825514,0.92886"	"WZ-3146,0.92512"	"HG-5-88-01,0.92493"	"mocetinostat,0.92349"	"MK-2206,0.92235"	"OSI-027,0.9222"	"calpeptin,0.92085"
ELK1	"BRD-K28366633,0.99007"	"FCCP,0.98327"	"BRD-K44366801,0.97122"	"VU-0418934-2,0.96991"	"tyrphostin-A9,0.96763"	"quiflapon,0.9648"	"KUC111774N,0.96032"	"BRD-K05331696,0.95965"	"phorbol-12-myristate-13-acetate,0.9562"	"selamectin,0.95349"	"oxetane,0.95302"	"chaetocin,0.95251"	"VU-0418946-1,0.95217"	"BNTX,0.94955"	"VU-0418939-2,0.94703"	"F-1566-0341,0.94439"	"CVF-SUMO-11,0.94412"	"brefeldin-a,0.94313"	"BRD-K01614657,0.94054"	"obatoclax,0.93719"
ELL3	"brefeldin-a,0.98821"	"BRD-K19166598,0.95862"	"BRD-K72615639,0.95558"	"NVP-TAE684,0.95469"	"HC-toxin,0.95411"	"amsacrine,0.95003"	"camptothecin,0.94616"	"BRD-K14027855,0.93907"	"BRD-K78385490,0.93903"	"VU-0418947-2,0.93416"	"VU-0418933-1,0.93386"	"terfenadine,0.9337"	"thiothixene,0.92963"	"BRD-K95138506,0.9293"	"I-070759,0.92715"	"BRD-K58479490,0.92478"	"lasalocid,0.92097"	"cercosporin,0.91905"	"BRD-K60870698,0.91737"	"BRD-K80786583,0.91439"
ELOVL6	"PP-1,0.97286"	"CGP-53353,0.9601"	"vemurafenib,0.94863"	"PP-110,0.94569"	"selumetinib,0.94388"	"PD-0325901,0.9412"	"PD-158780,0.93947"	"PD-198306,0.93048"	"THM-I-94,0.92788"	"sorafenib,0.92687"	"fostamatinib,0.9261"	"BRD-K68588778,0.92196"	"HG-5-113-01,0.91815"	"BMS-754807,0.9105"	"sirolimus,0.90853"	"TPCA-1,0.90748"	"cytochalasin-b,0.90485"	"L-690488,0.9029"	"HG-5-88-01,0.89953"	"BRD-A43126523,0.89512"
EMD	"GSK-461364,0.95254"	"BRD-K45205755,0.95147"	"BRD-K61105081,0.93218"	"SA-247714,0.92662"	"BRD-K00859168,0.92612"	"BRD-K53638321,0.91318"	"BRD-K48950795,0.91165"	"BRD-K90999434,0.91162"	"BRD-K24346336,0.90892"	"valdecoxib,0.90121"	"afatinib,0.89758"	"ALW-II-38-3,0.89128"	"SJ-172550,0.89062"	"BRD-K21005091,0.88999"	"dexketoprofen,0.88718"	"BRD-K95606637,0.88475"	"KB-R7943,0.88399"	"dichlorobenzamil,0.88093"	"glibenclamide,0.87921"	"3,3'-diindolylmethane,0.87392"
EML3	"kinetin-riboside,0.98127"	"WYE-125132,0.95733"	"chaetocin,0.94933"	"strophanthidin,0.9398"	"NSC-663284,0.93605"	"F-1566-0341,0.9282"	"MW-STK33-4C,0.92757"	"BRD-A49848186,0.92577"	"nocodazole,0.92562"	"HG-5-113-01,0.92146"	"CYT-997,0.91997"	"digoxin,0.91609"	"BRD-K68548958,0.91581"	"proscillaridin,0.91503"	"amsacrine,0.91091"	"homoharringtonine,0.90975"	"emetine,0.90919"	"anisomycin,0.90898"	"SA-25547,0.90754"	"digitoxin,0.90592"
EMR1	"CGP-71683,0.98083"	"WZ-4-145,0.97545"	"niguldipine,0.97261"	"BRD-K80786583,0.97199"	"simvastatin,0.97047"	"GR-127935,0.96498"	"IKK-16,0.96415"	"aminopurvalanol-a,0.9633"	"BRD-K73008154,0.96089"	"F-1566-0341,0.95942"	"CCCP,0.95602"	"JW-7-24-1,0.95497"	"fluvastatin,0.95382"	"BRD-K19166598,0.95276"	"BRD-K05153001,0.95193"	"cucurbitacin-i,0.95182"	"7b-cis,0.95174"	"berbamine,0.94782"	"teniposide,0.94617"	"thiothixene,0.94585"
ENDOG	"A-443644,0.96702"	"5-iodotubercidin,0.96194"	"MD-II-008-P,0.95843"	"dactinomycin,0.95702"	"BRD-A68065211,0.94467"	"doxorubicin,0.94438"	"RS-I-002-6,0.93766"	"tyrphostin-A9,0.93542"	"AT-7519,0.93468"	"alvocidib,0.93443"	"EMF-sumo1-11,0.93202"	"BG-FA-0953,0.93173"	"daunorubicin,0.93163"	"pirarubicin,0.93106"	"quiflapon,0.92989"	"idarubicin,0.92909"	"BRD-K88707333,0.92835"	"BRD-K44366801,0.92803"	"K784-3188,0.92765"	"mocetinostat,0.92762"
ENO1	"clopidogrel,0.96569"	"hydrocortisone,0.9572"	"thiothixene,0.95447"	"BRD-A96272097,0.95108"	"prednisolone,0.94942"	"BRD-K72615639,0.94446"	"BRD-K24346336,0.9385"	"IKK-inhibitor-X,0.93184"	"rucaparib,0.92901"	"diclofenac,0.92349"	"MDL-29951,0.92053"	"cytarabine,0.91527"	"ON-01910,0.91425"	"BRD-K53592093,0.90813"	"ALW-II-49-7,0.90783"	"estradiol-benzoate,0.9077"	"ST-4028268,0.90768"	"etoposide,0.90703"	"tretinoin,0.89864"	"oxetane,0.89806"
ENOPH1	"wortmannin,0.94617"	"clomifene,0.94186"	"BRD-K23282736,0.9334"	"BRD-A95937159,0.9301"	"BRD-K49010888,0.92681"	"BRD-K48803730,0.92229"	"BRD-K51683034,0.91003"	"BRD-A09984573,0.90825"	"mifepristone,0.90539"	"10-DEBC,0.90441"	"BRD-K55722623,0.90293"	"BRD-K99530743,0.89875"	"toremifene,0.89868"	"BRD-K16057611,0.89591"	"BRD-A59145032,0.89291"	"BRD-K58288048,0.89268"	"tegaserod,0.88919"	"CA-074-Me,0.8884"	"BRD-K45114207,0.88726"	"AS-605240,0.88622"
ENOSF1	"staurosporine,0.96578"	"oxetane,0.94801"	"CD-1530,0.93147"	"avicin-g,0.93001"	"doxorubicin,0.92495"	"BRD-A36275421,0.91232"	"auranofin,0.90824"	"selumetinib,0.90219"	"BRD-K35716340,0.89949"	"indolophenanthridine,0.89889"	"BRD-U86222656,0.89374"	"SN-38,0.89313"	"clobetasol,0.88898"	"AS-605240,0.88719"	"BMS-536924,0.88567"	"CD-437,0.88391"	"nutlin-3,0.88075"	"cytochalasin-b,0.8796"	"MK-1775,0.87922"	"triptolide,0.87836"
ENPP1	"auranofin,0.97835"	"oxetane,0.96303"	"SA-25547,0.95519"	"calmidazolium,0.95442"	"dactinomycin,0.95265"	"bisindolylmaleimide-ix,0.9523"	"BG-FA-0953,0.95194"	"BRD-K94991378,0.94353"	"NCH-51,0.94345"	"5-iodotubercidin,0.94204"	"cucurbitacin-i,0.9416"	"cucurbitacin-i,0.94063"	"AG-592,0.9406"	"celastrol,0.9397"	"BRD-K61717269,0.93962"	"NSC-3852,0.93944"	"BRD-K58214070,0.93781"	"KUC111774N,0.93755"	"VU-0418947-2,0.93504"	"JNJ-7706621,0.93487"
ENTPD6	"AKT-inhibitor-IV,0.98143"	"oxetane,0.96435"	"BRD-K62459624,0.95819"	"MD-II-051,0.95625"	"CD-437,0.95558"	"ST-4029573,0.95423"	"K784-3188,0.95411"	"bortezomib,0.95191"	"5-iodotubercidin,0.94739"	"NSC-632839,0.94713"	"cyclosporin-a,0.94624"	"CD-1530,0.94528"	"BRD-A37735495,0.94187"	"staurosporine,0.94081"	"cucurbitacin-i,0.94045"	"avicin-g,0.93919"	"MLN-2238,0.93223"	"amodiaquine,0.92897"	"BRD-K77547920,0.92887"	"fludarabine,0.92875"
EP300	"curcumin,0.95988"	"QS-11,0.95152"	"BRD-K59036917,0.94876"	"oxetane,0.94425"	"glibenclamide,0.94243"	"triciribine,0.94104"	"EI-247,0.93751"	"afatinib,0.93193"	"selamectin,0.92853"	"sorafenib,0.92817"	"narciclasine,0.92385"	"cediranib,0.92309"	"homoharringtonine,0.91979"	"lestaurtinib,0.91153"	"BRD-K22449070,0.91047"	"BRD-K63425657,0.9098"	"wortmannin,0.90946"	"prostaglandin-a1,0.90716"	"FK-866,0.90573"	"alda-1,0.90478"
EPAS1	"gemcitabine,0.95764"	"hydrocortisone,0.94515"	"BRD-K70831943,0.92049"	"danusertib,0.91896"	"phenolphthalein,0.91402"	"decitabine,0.91167"	"methylene-blue,0.90202"	"IKK-inhibitor-X,0.89569"	"AT-9283,0.8859"	"staurosporine,0.88502"	"aminoindazole,0.88402"	"BRD-K35716340,0.87945"	"F-1566-0341,0.87717"	"avrainvillamide-analog-2,0.87603"	"trichostatin-a,0.87422"	"BRD-K10010115,0.871"	"BRD-A09984573,0.86904"	"CP-724714,0.86552"	"BRD-K28366633,0.86332"	"rimcazole,0.86315"
EPB41L2	"diclofenac,0.95015"	"oxetane,0.91882"	"staurosporine,0.91791"	"acyclovir,0.91326"	"fludrocortisone,0.9048"	"BRD-K75813018,0.90277"	"dactinomycin,0.90134"	"BRD-K98824517,0.89825"	"amsacrine,0.89518"	"chloramphenicol,0.89319"	"HU-211,0.88976"	"pregnenolone,0.88888"	"MD-II-051,0.88815"	"KUC111774N,0.88761"	"BRD-A66861218,0.88447"	"ouabain,0.88419"	"alvocidib,0.88352"	"lestaurtinib,0.87477"	"auranofin,0.8728"	"JNJ-7706621,0.8724"
EPB41L4B	"dasatinib,0.96035"	"prostratin,0.93895"	"BRD-K78385490,0.92494"	"BRD-K49010888,0.92356"	"phorbol-12-myristate-13-acetate,0.92033"	"BRD-K08307026,0.91799"	"BRD-K19166598,0.90768"	"SA-247714,0.90363"	"cyclopiazonic-acid,0.89923"	"BRD-K68588778,0.89381"	"ingenol,0.88987"	"BMS-754807,0.88463"	"BRD-K15050703,0.8846"	"wortmannin,0.88302"	"somatostatin,0.88277"	"BRD-K76938712,0.88202"	"MK-2206,0.87873"	"TGX-221,0.87872"	"BRD-K58288048,0.8712"	"afatinib,0.87004"
EPC1	"U-0126,0.96997"	"arachidonamide,0.95174"	"K784-3188,0.94139"	"loperamide,0.93985"	"BMS-536924,0.92855"	"CGP-60474,0.92446"	"remacemide,0.92229"	"oxetane,0.91445"	"AS-601245,0.9056"	"avicin-d,0.90543"	"strophanthidin,0.90144"	"alvocidib,0.89901"	"pitavastatin,0.89621"	"BRD-A68065211,0.89255"	"BRD-K62459624,0.89239"	"sulpiride,0.89065"	"sarmentogenin,0.88995"	"avicin-g,0.88969"	"curcumin,0.88212"	"camptothecin,0.88119"
EPCAM	"doxorubicin,0.96895"	"VAMA-37,0.96853"	"CGP-60474,0.94471"	"ochratoxin-a,0.93899"	"JAK3-inhibitor-VI,0.93605"	"A-443644,0.9344"	"AS-605240,0.93395"	"selumetinib,0.93222"	"tivozanib,0.93071"	"alvocidib,0.92907"	"staurosporine,0.92731"	"staurosporine,0.92318"	"AZ-628,0.91743"	"lestaurtinib,0.91677"	"BRD-K71726959,0.91671"	"pidorubicine,0.91555"	"aminopurvalanol-a,0.90926"	"dacinostat,0.9066"	"BRD-K40329609,0.90388"	"WZ-3105,0.90289"
EPHA2	"AICA-ribonucleotide,0.95997"	"prostaglandin-a1,0.95391"	"FK-866,0.94629"	"BRD-K21001652,0.94613"	"BRD-K83694683,0.94074"	"alda-1,0.94043"	"BRD-K61053657,0.93947"	"orantinib,0.93378"	"BRD-K61001510,0.93097"	"apigenin,0.92781"	"gemfibrozil,0.9271"	"CHEMBL-1222381,0.92359"	"BMS-641988,0.9229"	"EX-527,0.91694"	"VX-702,0.91529"	"AS-601245,0.91489"	"LY-303511,0.91319"	"BRD-K89009594,0.90992"	"PKCbeta-inhibitor,0.90429"	"PD-0325901,0.90291"
EPHA3	"NF-449,0.96002"	"alda-1,0.9552"	"oligomycin-a,0.93712"	"perindopril,0.93064"	"LFM-A13,0.92938"	"BRD-K11671649,0.92701"	"VX-702,0.92699"	"PD-0325901,0.92005"	"wiskostatin,0.91668"	"EX-527,0.90755"	"AS-605240,0.90411"	"JNK-9L,0.90389"	"lenalidomide,0.89272"	"SA-1457187,0.89225"	"medroxyprogesterone,0.89208"	"dexamethasone,0.89168"	"beclometasone,0.88903"	"enzastaurin,0.88868"	"phenoxazine,0.88794"	"XAV-939,0.88448"
EPHA6	"oxetane,0.97162"	"5-iodotubercidin,0.96567"	"elesclomol,0.96037"	"ST-4029573,0.95776"	"AICA-ribonucleotide,0.95518"	"idarubicin,0.94399"	"STK-397047,0.93426"	"RS-I-002-6,0.93412"	"BRD-K07877311,0.93328"	"piribedil,0.93305"	"pyrrolidine-dithiocarbamate,0.93232"	"ellipticine,0.92759"	"MD-049,0.92726"	"prednisolone,0.92682"	"BG-FA-0953,0.92362"	"SKF-81297,0.92329"	"MD-II-008-P,0.92292"	"decitabine,0.92012"	"prostaglandin-a1,0.91829"	"QL-XII-47,0.91714"
EPHB2	"ispinesib,0.95674"	"BRD-K80786583,0.95146"	"BRD-A06276885,0.95012"	"tyrphostin-A9,0.94542"	"lylamine,0.93723"	"BRD-K61776140,0.93251"	"fluspirilene,0.92978"	"BO2-inhibits-RAD51,0.92826"	"nelfinavir,0.92485"	"mifepristone,0.91888"	"GR-127935,0.91501"	"wortmannin,0.91413"	"camptothecin,0.91373"	"PP-1,0.9119"	"JW-7-24-1,0.91171"	"BRD-K21064560,0.91116"	"BRD-K80094086,0.91057"	"TGX-115,0.90909"	"cerulenin,0.90548"	"calmidazolium,0.90514"
EPHB4	"oxetane,0.97828"	"RS-I-002-6,0.97101"	"MD-II-008-P,0.97047"	"ST-4029573,0.96957"	"BRD-K77547920,0.96586"	"BRD-K06765193,0.95974"	"NSC-632839,0.95912"	"KUC111774N,0.95841"	"elesclomol,0.95528"	"alvespimycin,0.95369"	"BRD-K44366801,0.95287"	"BRD-K55844427,0.9521"	"BRD-K85266146,0.9515"	"BG-FA-0953,0.95042"	"calmidazolium,0.9496"	"BRD-U86222656,0.94714"	"cucurbitacin-i,0.94698"	"CCCP,0.94647"	"JAK3-inhibitor-VI,0.94549"	"arachidonyl-trifluoro-methane,0.94376"
EPHX1	"everolimus,0.95776"	"avicin-g,0.95068"	"BRD-U86222656,0.93815"	"tanespimycin,0.92238"	"VU-0410183-2,0.91056"	"BRD-K08307026,0.88957"	"BRD-K92317137,0.88709"	"BRD-K61717269,0.88396"	"BRD-K10361096,0.88353"	"BRD-K03829970,0.87685"	"amsacrine,0.8761"	"SN-38,0.87478"	"BRD-K68313733,0.87341"	"trichostatin-a,0.86529"	"BRD-K78385490,0.86223"	"BRD-K28366633,0.86222"	"avicin-d,0.86045"	"JAK3-inhibitor-VI,0.85755"	"BI-2536,0.85717"	"BRD-K78062244,0.85677"
EPHX2	"prostaglandin-a1,0.94684"	"curcumin,0.94065"	"glibenclamide,0.93822"	"BRD-K82837433,0.93514"	"BRD-K59470558,0.93179"	"BRD-A61825514,0.92411"	"MST-312,0.9118"	"BRD-K66782112,0.90225"	"rucaparib,0.89928"	"BRD-K23149109,0.89612"	"alda-1,0.88896"	"LFM-A13,0.88418"	"AICA-ribonucleotide,0.87979"	"BRD-K72615639,0.87952"	"AC-55649,0.87938"	"M-3M3FBS,0.87865"	"oligomycin-a,0.87741"	"naproxol,0.87505"	"BRD-K53461563,0.87313"	"IWR-1-ENDO,0.86419"
EPN2	"rilmenidine,0.98008"	"BRD-K19922318,0.9788"	"AICA-ribonucleotide,0.97094"	"zileuton,0.95507"	"BRD-K28112517,0.95047"	"BMS-641988,0.94903"	"alda-1,0.94491"	"orantinib,0.94369"	"fluoropyruvate,0.94247"	"AC-55649,0.93269"	"SB-525334,0.92858"	"lenalidomide,0.92393"	"valproic-acid,0.9152"	"STK-721917,0.91239"	"BRD-K61053657,0.91158"	"pemetrexed,0.90422"	"PT-630,0.90341"	"farnesol,0.90228"	"EX-527,0.89884"	"3-amino-benzamide,0.89296"
EPO	"BRD-K24346336,0.9444"	"fluoropyruvate,0.93907"	"alda-1,0.93238"	"lenalidomide,0.92797"	"methyl-2,5-dihydroxycinnamate,0.92526"	"IWR-1-ENDO,0.91605"	"BRD-K88059273,0.91424"	"BRD-K19922318,0.9084"	"BRD-K11671649,0.90386"	"3-amino-benzamide,0.90333"	"ZM-323881,0.90259"	"EMF-bca1-57,0.90222"	"EI-247,0.90109"	"orteronel,0.89916"	"BRD-K54687541,0.89491"	"ebselen,0.89462"	"FK-866,0.89363"	"rhamnetin,0.88744"	"BRD-K99502566,0.88606"	"phenacetin,0.88285"
EPOR	"QL-XII-47,0.96789"	"emetine,0.95657"	"MD-II-008-P,0.9525"	"glibenclamide,0.93973"	"gossypol,0.91932"	"BRD-K78385490,0.91801"	"BRD-K44366801,0.91651"	"emetine,0.91323"	"VU-0410183-2,0.91044"	"BMS-641988,0.9097"	"anisomycin,0.90817"	"helveticoside,0.90616"	"homoharringtonine,0.90308"	"prostaglandin-a1,0.90233"	"ouabain,0.90175"	"cephaeline,0.90074"	"puromycin,0.89917"	"BRD-A09719808,0.89788"	"selamectin,0.89729"	"estradiol-benzoate,0.89582"
EPRS	"CGK-733,0.99342"	"oligomycin-a,0.98372"	"bithionol,0.98231"	"BRD-K23319301,0.98148"	"rhodomyrtoxin-b,0.98135"	"FCCP,0.98005"	"CCCP,0.97844"	"BRD-K61776140,0.97597"	"VU-0418947-2,0.97426"	"AG-879,0.97212"	"VU-0418946-1,0.9683"	"VU-0410183-2,0.96665"	"I-505056,0.96479"	"I-070759,0.96332"	"BRD-K08448573,0.96289"	"BRD-K86574132,0.96157"	"VU-0418934-2,0.96054"	"BRD-K19166598,0.95837"	"PD-198306,0.95798"	"BRD-K31706415,0.95705"
EPS8	"ouabain,0.97685"	"proscillaridin,0.96053"	"VU-0418939-2,0.95145"	"VU-0410183-2,0.94761"	"BRD-K08307026,0.94436"	"BRD-K80786583,0.94179"	"bufalin,0.94103"	"VU-0418934-2,0.93821"	"RS-17053,0.93275"	"VU-0418933-1,0.92886"	"digitoxin,0.92495"	"niclosamide,0.92454"	"strophanthidin,0.92148"	"AG-592,0.92075"	"trichostatin-a,0.92067"	"VU-0418946-1,0.91967"	"BRD-K21064560,0.91794"	"BRD-A37735495,0.9135"	"BRD-K58214070,0.91308"	"malonoben,0.90942"
ERAP1	"oxetane,0.97821"	"staurosporine,0.96511"	"CGP-60474,0.9645"	"PF-562271,0.95566"	"clopidogrel,0.95319"	"staurosporine,0.95301"	"K784-3188,0.94826"	"BRD-K35716340,0.94644"	"dactinomycin,0.94534"	"avicin-g,0.94403"	"NSC-3852,0.93957"	"BRD-K62459624,0.93586"	"AT-7519,0.93551"	"chloramphenicol,0.93485"	"SU-11652,0.93118"	"thiothixene,0.92996"	"ouabain,0.92985"	"CD-1530,0.92564"	"alvocidib,0.92535"	"BRD-K81814927,0.92516"
ERAP2	"KO-143,0.95603"	"5-iodotubercidin,0.9528"	"ursolic-acid,0.94813"	"staurosporine,0.94705"	"rhodomyrtoxin-b,0.94155"	"BRD-A24021119,0.9412"	"VU-0418946-1,0.93526"	"BRD-K73008154,0.93483"	"staurosporine,0.93175"	"BRD-K78385490,0.93163"	"YM-155,0.92878"	"BRD-K08307026,0.9269"	"VU-0410183-2,0.92393"	"FCCP,0.92265"	"avicin-g,0.91965"	"perhexiline,0.919"	"cercosporin,0.91833"	"BRD-K62459624,0.91826"	"oxetane,0.91781"	"VU-0418933-1,0.9164"
ERBB3	"wortmannin,0.97356"	"avicin-g,0.9558"	"I-070759,0.95269"	"EMF-bca1-16,0.94929"	"daunorubicin,0.93994"	"aminopurvalanol-a,0.92604"	"NCH-51,0.92482"	"MD-II-008-P,0.92463"	"MK-2206,0.92096"	"BRD-K19499941,0.92033"	"BRD-K78062244,0.91961"	"malonoben,0.91904"	"trichostatin-a,0.91728"	"PP-110,0.91649"	"JNJ-7706621,0.91486"	"BRD-U86222656,0.91428"	"RO-28-1675,0.91334"	"TGX-115,0.91056"	"belinostat,0.9085"	"NSC-632839,0.90781"
ERBB4	"alda-1,0.97719"	"BMS-641988,0.95696"	"orteronel,0.95204"	"AICA-ribonucleotide,0.94838"	"ivachtin,0.94728"	"prostaglandin-a1,0.9442"	"curcumin,0.93949"	"phenoxazine,0.93585"	"LFM-A13,0.93527"	"lenalidomide,0.92592"	"cediranib,0.92251"	"BRD-K58479490,0.91593"	"BRD-K99502566,0.91422"	"HO-013,0.91343"	"BRD-K81314178,0.9113"	"NF-449,0.91096"	"BRD-K80786583,0.91084"	"M-3M3FBS,0.90721"	"BRD-A37735495,0.90566"	"rilmenidine,0.90549"
ERCC1	"avicin-g,0.9893"	"oxetane,0.9866"	"selamectin,0.97054"	"KUC111774N,0.95592"	"IKK-2-inhibitor-V,0.95471"	"BRD-K08307026,0.94982"	"mocetinostat,0.94276"	"rhodomyrtoxin-b,0.94235"	"JW-7-24-1,0.94226"	"phorbol-12-myristate-13-acetate,0.94065"	"arachidonyl-trifluoro-methane,0.93964"	"BRD-K92317137,0.93661"	"CP466722,0.93573"	"BRD-K52321331,0.93493"	"BRD-K01614657,0.93289"	"BRD-A43155244,0.92906"	"NSC-3852,0.92505"	"avicin-d,0.92387"	"AKT-inhibitor-IV,0.91955"	"VU-0410183-2,0.91391"
